suite,query_name,disable_zonemap,disable_sketch,mode,run,total_time_s,row_groups_pruned_by_zonemap,segments_pruned_by_zonemap,segments_pruned_by_sketch,vectors_processed
layout_selectivity,sorted_50_pct,false,false,full,10,0.0214,41,0,0,2460
layout_selectivity,sorted_90_pct,false,false,full,10,0.0282,8,0,0,4440
layout_selectivity,block_0_1_pct,false,false,full,10,0.0117,81,0,0,60
layout_selectivity,block_1_pct,false,false,full,10,0.0154,81,0,0,60
layout_selectivity,block_5_pct,false,false,full,10,0.0116,77,0,0,300
layout_selectivity,block_10_pct,false,false,full,10,0.0153,73,0,0,540
layout_selectivity,block_20_pct,false,false,full,10,0.0204,65,0,0,1020
layout_selectivity,block_50_pct,false,false,full,10,0.0235,41,0,0,2460
layout_selectivity,block_90_pct,false,false,full,10,0.0281,8,0,0,4440
layout_selectivity,random_0_1_pct,false,true,zonemap_only,1,0.0345,0,0,0,4883
layout_selectivity,random_1_pct,false,true,zonemap_only,1,0.0320,0,0,0,4883
layout_selectivity,random_5_pct,false,true,zonemap_only,1,0.0327,0,0,0,4883
layout_selectivity,random_10_pct,false,true,zonemap_only,1,0.0328,0,0,0,4883
layout_selectivity,random_20_pct,false,true,zonemap_only,1,0.0338,0,0,0,4883
layout_selectivity,random_50_pct,false,true,zonemap_only,1,0.0432,0,0,0,4883
layout_selectivity,random_90_pct,false,true,zonemap_only,1,0.0310,0,0,0,4883
layout_selectivity,sorted_0_1_pct,false,true,zonemap_only,1,0.0145,81,0,0,60
layout_selectivity,sorted_1_pct,false,true,zonemap_only,1,0.0157,81,0,0,60
layout_selectivity,sorted_5_pct,false,true,zonemap_only,1,0.0167,77,0,0,300
layout_selectivity,sorted_10_pct,false,true,zonemap_only,1,0.0168,73,0,0,540
layout_selectivity,sorted_20_pct,false,true,zonemap_only,1,0.0189,65,0,0,1020
layout_selectivity,sorted_50_pct,false,true,zonemap_only,1,0.0227,41,0,0,2460
layout_selectivity,sorted_90_pct,false,true,zonemap_only,1,0.0284,8,0,0,4440
layout_selectivity,block_0_1_pct,false,true,zonemap_only,1,0.0165,81,0,0,60
layout_selectivity,block_1_pct,false,true,zonemap_only,1,0.0155,81,0,0,60
layout_selectivity,block_5_pct,false,true,zonemap_only,1,0.0136,77,0,0,300
layout_selectivity,block_10_pct,false,true,zonemap_only,1,0.0144,73,0,0,540
layout_selectivity,block_20_pct,false,true,zonemap_only,1,0.0181,65,0,0,1020
layout_selectivity,block_50_pct,false,true,zonemap_only,1,0.0224,41,0,0,2460
layout_selectivity,block_90_pct,false,true,zonemap_only,1,0.0291,8,0,0,4440
layout_selectivity,random_0_1_pct,false,true,zonemap_only,2,0.0302,0,0,0,4883
layout_selectivity,random_1_pct,false,true,zonemap_only,2,0.0313,0,0,0,4883
layout_selectivity,random_5_pct,false,true,zonemap_only,2,0.0292,0,0,0,4883
layout_selectivity,random_10_pct,false,true,zonemap_only,2,0.0297,0,0,0,4883
